,name,reviews.username,reviews.rating,cleanliness,food,comfortable
3572,Budget Host Inn,carnut113,5.0,4,4,4
3573,Budget Host Inn,Dave M.,1.0,1,1,1
3574,Budget Host Inn,barrettbrittany19,5.0,5,5,4
3575,Budget Host Inn,Darin P,5.0,4,5,5
3576,Budget Host Inn,GoGoGo48,4.0,4,5,5
3577,Budget Host Inn,debdew10,2.0,3,1,1
3578,Budget Host Inn,out4goodtimes,4.0,3,5,5
3579,Budget Host Inn,Douglas R,3.0,3,4,3
3580,Budget Host Inn,Janette J,5.0,4,4,4
3581,Budget Host Inn,Dannielle W,1.0,2,2,1
3582,Howard Johnson Gallup,Contributor,1.0,1,2,2
3583,Desert Sands Motel,Travelerlady444,3.0,3,3,3
3584,Desert Sands Motel,alovato28,3.0,4,4,3
3585,Desert Sands Motel,Rev87123,1.0,1,2,1
3586,Desert Sands Motel,sandybell1012,1.0,1,2,1
3587,Desert Sands Motel,yumi l,4.0,4,5,5
3588,Desert Sands Motel,jerry c,1.0,2,2,2
3589,Desert Sands Motel,scottsweb,3.0,4,4,4
3590,Desert Sands Motel,Kyetaka,1.0,1,1,2
3591,Desert Sands Motel,chulo75513,2.0,3,1,1
3592,Davison St Guest House,write a review,0.0,1,1,1
3593,Travelodge,ed.pettry,1.0,1,2,2
3594,Parkway Inn Jellico,,2.4,2,1,2
3595,Parkway Inn Jellico,,2.4,3,2,3
3596,Days Inn & Suites Vicksburg,Contributor,1.0,1,1,1
3597,Chippewa Hotel,write a review,0.0,1,1,1
3598,Martin Mason Hotel,Lucy9979,5.0,4,5,4
3599,Martin Mason Hotel,Megan M,5.0,5,4,4
3600,Martin Mason Hotel,Lora B,2.0,2,1,1
3601,Martin Mason Hotel,Tammy D,5.0,4,5,4
3602,Martin Mason Hotel,Pete K,5.0,5,5,5
3603,Martin Mason Hotel,Lucy9979,5.0,4,5,4
3604,Martin Mason Hotel,hkocefas,5.0,4,5,5
3605,Martin Mason Hotel,xxxxxxxxxxxxxx,0.0,1,1,1
3606,Martin Mason Hotel,dcarts82,5.0,5,5,4
3607,Martin Mason Hotel,Tim S,4.0,3,4,5
3608,Martin Mason Hotel,ilust2travel,5.0,5,5,4
3609,Martin Mason Hotel,jbroughton,5.0,4,5,5
3610,Martin Mason Hotel,lani474,5.0,4,5,4
3611,Martin Mason Hotel,Jennine D,4.0,4,5,4
3612,Martin Mason Hotel,Nightthunder,2.0,3,1,1
3613,Martin Mason Hotel,weeatpie,3.0,2,2,4
3614,Martin Mason Hotel,Dunderlin,4.0,3,5,4
3615,Martin Mason Hotel,Shelley1732015,5.0,5,5,4
3616,Martin Mason Hotel,jessabelluh,5.0,5,5,4
3617,Martin Mason Hotel,apaulo19,5.0,5,4,4
3618,Martin Mason Hotel,Eileen L,5.0,4,5,5
3619,Martin Mason Hotel,write a review,0.0,1,1,1
3620,Martin Mason Hotel,JLAJ1964,5.0,5,5,4
3621,Martin Mason Hotel,cness67,5.0,4,4,4
3622,Martin Mason Hotel,Lenore729,4.0,5,4,5
3623,Martin Mason Hotel,Regina S,5.0,4,5,5
3624,Martin Mason Hotel,m j,5.0,4,5,5
3625,Martin Mason Hotel,DeanaWard,5.0,5,5,4
3626,Comfort Inn and Suites O'fallon,Grandmother,1.0,2,2,2
3627,Comfort Inn and Suites O'fallon,Audrey,4.0,5,3,3
3628,Comfort Inn and Suites O'fallon,mike,4.0,3,3,5
3629,Comfort Inn and Suites O'fallon,Sandi,4.0,3,3,4
3630,Comfort Inn and Suites O'fallon,Deborah,5.0,5,5,4
3631,Comfort Inn and Suites O'fallon,A Traveler,4.0,4,5,4
3632,Comfort Inn and Suites O'fallon,Janice Y,4.0,3,4,3
3633,Comfort Inn and Suites O'fallon,Chris,5.0,5,4,5
3634,Comfort Inn and Suites O'fallon,Keri,3.0,2,4,2
3635,Comfort Inn and Suites O'fallon,A Traveler,2.0,2,2,2
3636,Comfort Inn and Suites O'fallon,A Traveler,4.0,3,5,4
3637,Comfort Inn and Suites O'fallon,A Traveler,5.0,4,5,4
3638,Comfort Inn and Suites O'fallon,Tammy,3.0,2,2,4
3639,Comfort Inn and Suites O'fallon,al,4.0,3,4,3
3640,Comfort Inn and Suites O'fallon,Cheri,3.0,4,2,2
3641,Comfort Inn and Suites O'fallon,Donalyn,4.0,5,3,3
3642,Comfort Inn and Suites O'fallon,Judy,5.0,5,4,4
3643,Comfort Inn and Suites O'fallon,traveler,2.0,2,2,1
3644,Comfort Inn and Suites O'fallon,A Traveler,5.0,4,4,4
3645,Comfort Inn and Suites O'fallon,A Traveler,5.0,4,4,5
3646,Comfort Inn and Suites O'fallon,A Traveler,4.0,3,3,4
3647,Comfort Inn and Suites O'fallon,signature,2.0,2,2,2
3648,Comfort Inn and Suites O'fallon,Dana,3.0,2,4,4
3649,Comfort Inn and Suites O'fallon,Bob,3.0,2,2,2
3650,Comfort Inn and Suites O'fallon,A Traveler,1.0,1,1,1
3651,Comfort Inn and Suites O'fallon,A Traveler,4.0,5,5,4
3652,Comfort Inn and Suites O'fallon,STEPHEN,4.0,5,5,3
3653,Comfort Inn and Suites O'fallon,A Traveler,3.0,4,4,4
3654,Comfort Inn and Suites O'fallon,Steve,4.0,5,5,4
3655,Comfort Inn and Suites O'fallon,A Traveler,4.0,3,3,4
3656,Comfort Inn and Suites O'fallon,Brian,4.0,5,3,3
3657,Comfort Inn and Suites O'fallon,A Traveler,3.0,3,2,4
3658,Comfort Inn and Suites O'fallon,Shelia,5.0,5,4,4
3659,Comfort Inn and Suites O'fallon,Tiffany,4.0,4,4,5
3660,Comfort Inn and Suites O'fallon,A Traveler,4.0,4,3,4
3661,Comfort Inn and Suites O'fallon,Al,2.0,2,1,3
3662,Comfort Inn and Suites O'fallon,A Traveler,2.0,3,1,2
3663,Comfort Inn and Suites O'fallon,A Traveler,2.0,3,3,2
3664,Comfort Inn and Suites O'fallon,Jerilyn,3.0,3,3,2
3665,Comfort Inn and Suites O'fallon,Jennifer,4.0,3,4,3
3666,Comfort Inn and Suites O'fallon,Ken,1.0,2,1,2
3667,Comfort Inn and Suites O'fallon,A Traveler,3.0,3,4,2
3668,Comfort Inn and Suites O'fallon,A Traveler,3.1,2,4,3
3669,Comfort Inn and Suites O'fallon,A Traveler,3.1,3,2,3
3670,Comfort Inn and Suites O'fallon,A Traveler,3.1,4,4,2
3671,Comfort Inn and Suites O'fallon,A Traveler,3.2,4,3,2
3672,Comfort Inn and Suites O'fallon,A Traveler,3.2,4,2,3
3673,La Quinta Inn & Suites Dublin,christophersI9181KH,5.0,4,5,4
3674,La Quinta Inn & Suites Dublin,John D,3.0,3,3,4
3675,La Quinta Inn & Suites Dublin,ShoreShocked,4.0,3,5,3
3676,La Quinta Inn & Suites Dublin,HappyTxTraveller,4.0,5,3,4
3677,La Quinta Inn & Suites Dublin,Earl K,4.0,4,4,5
3678,La Quinta Inn & Suites Dublin,Kevin Sean H,3.0,3,3,3
3679,La Quinta Inn & Suites Dublin,Andrea L W,2.0,3,3,1
3680,La Quinta Inn & Suites Dublin,Monk2975,2.0,2,3,1
3681,La Quinta Inn & Suites Dublin,Collen N,4.0,5,3,5
3682,La Quinta Inn & Suites Dublin,WSG327,3.0,4,3,2
3683,La Quinta Inn & Suites Dublin,Mainezonie,4.0,4,3,5
3684,La Quinta Inn & Suites Dublin,Tommycrutch,4.0,5,5,5
3685,La Quinta Inn & Suites Dublin,Tealangel,4.0,3,5,5
3686,La Quinta Inn & Suites Dublin,Tracy Brannen Williams,4.0,4,5,3
3687,La Quinta Inn & Suites Dublin,SeanPsyD,4.0,4,3,4
3688,La Quinta Inn & Suites Dublin,Dale J,5.0,5,4,5
3689,La Quinta Inn & Suites Dublin,Crystal H,1.0,2,2,2
3690,La Quinta Inn & Suites Dublin,924francish,4.0,4,5,5
3691,La Quinta Inn & Suites Dublin,Jeff R,5.0,4,4,4
3692,La Quinta Inn & Suites Dublin,Donald S,5.0,5,4,5
3693,La Quinta Inn & Suites Dublin,James P,4.0,5,3,3
3694,La Quinta Inn & Suites Dublin,M3fanatic,5.0,5,4,4
3695,La Quinta Inn & Suites Dublin,Janet J,5.0,4,4,4
3696,La Quinta Inn & Suites Dublin,Warren75,4.0,3,5,4
3697,La Quinta Inn & Suites Dublin,CSCMSJ,5.0,5,4,5
3698,La Quinta Inn & Suites Dublin,britty1983,4.0,3,3,4
3699,La Quinta Inn & Suites Dublin,Bonnie G,5.0,5,4,5
3700,La Quinta Inn & Suites Dublin,Keenan20,5.0,5,4,4
3701,La Quinta Inn & Suites Dublin,hightogy,5.0,5,4,4
3702,La Quinta Inn & Suites Dublin,Keith G,5.0,5,5,4
3703,La Quinta Inn & Suites Dublin,Lois M,5.0,4,5,4
3704,La Quinta Inn & Suites Dublin,Hielsber,1.0,1,2,1
3705,La Quinta Inn & Suites Dublin,Alan O,2.0,2,3,3
3706,La Quinta Inn & Suites Dublin,MarchMom15,1.0,1,2,1
3707,La Quinta Inn & Suites Dublin,Teresa J,5.0,5,5,5
3708,La Quinta Inn & Suites Dublin,lsouthern,4.0,5,5,3
3709,La Quinta Inn & Suites Dublin,jorgePAlbany_GA,5.0,5,5,5
3710,La Quinta Inn & Suites Dublin,Carol W,5.0,4,4,4
3711,La Quinta Inn & Suites Dublin,mvssysprog,4.0,4,4,3
3712,La Quinta Inn & Suites Dublin,Debra G,5.0,4,4,4
3713,La Quinta Inn & Suites Dublin,itisanewseason,5.0,5,5,4
3714,La Quinta Inn & Suites Dublin,Contributor,5.0,5,5,5
3715,La Quinta Inn & Suites Dublin,marykarz,4.0,4,5,3
3716,La Quinta Inn & Suites Dublin,Rosemarie N,5.0,5,5,5
3717,La Quinta Inn & Suites Dublin,marie_25m,5.0,4,5,5
3718,La Quinta Inn & Suites Dublin,SherriB52,4.0,3,4,5
3719,La Quinta Inn & Suites Dublin,Scott J,5.0,4,4,5
3720,La Quinta Inn & Suites Dublin,Elvis4vr,4.0,5,5,3
3721,La Quinta Inn & Suites Dublin,Steve S,3.0,3,4,3
3722,La Quinta Inn & Suites Dublin,Lisa N,4.0,3,3,4
3723,La Quinta Inn & Suites Dublin,William S,5.0,4,4,5
3724,La Quinta Inn & Suites Dublin,by kyork05 at Citysearch,5.0,5,4,5
3725,La Quinta Inn & Suites Dublin,Donna S,5.0,4,4,4
3726,La Quinta Inn & Suites Dublin,Teri F,4.0,4,4,3
3727,La Quinta Inn & Suites Dublin,Cindy F,4.0,4,5,4
3728,La Quinta Inn & Suites Dublin,tmw1968,5.0,5,5,4
3729,La Quinta Inn & Suites Dublin,350monicak,5.0,5,4,5
3730,La Quinta Inn & Suites Dublin,Jean S,5.0,5,4,4
3731,La Quinta Inn & Suites Dublin,Mary N,5.0,5,4,5
3732,La Quinta Inn & Suites Dublin,Mark A,4.0,5,4,4
3733,La Quinta Inn & Suites Dublin,DGard314,5.0,4,5,4
3734,La Quinta Inn & Suites Dublin,Cheryl D B,5.0,4,5,5
3735,La Quinta Inn & Suites Dublin,Marianne V,5.0,4,4,5
3736,La Quinta Inn & Suites Dublin,Trina Odom Z,1.0,2,2,2
3737,La Quinta Inn & Suites Dublin,jwtainter,5.0,4,4,5
3738,La Quinta Inn & Suites Dublin,David R,5.0,4,4,4
3739,La Quinta Inn & Suites Dublin,scottbE7757CC,5.0,5,5,4
3740,La Quinta Inn & Suites Dublin,Deborah B,1.0,2,2,2
3741,La Quinta Inn & Suites Dublin,kyork05,1.0,1,1,1
3742,La Quinta Inn & Suites Dublin,Samuel R,5.0,5,5,4
3743,La Quinta Inn & Suites Dublin,VaCruzers,3.0,4,2,3
3744,La Quinta Inn & Suites Dublin,688mikelr,5.0,5,4,4
3745,La Quinta Inn & Suites Dublin,Monique B,5.0,4,5,4
3746,La Quinta Inn & Suites Dublin,Terry Ken J,1.0,2,2,2
3747,La Quinta Inn & Suites Dublin,wr2001,4.0,5,3,5
3748,La Quinta Inn & Suites Dublin,Cheryl Ann S,4.0,5,4,3
3749,La Quinta Inn & Suites Dublin,TravellerBurgessHill,5.0,5,5,4
3750,Sheraton Mission Valley San Diego Hotel,Amanda M at Insider Pages,4.0,5,3,4
3751,Sheraton Mission Valley San Diego Hotel,by J G. at Judy's Book,4.0,3,3,4
3752,Sheraton Mission Valley San Diego Hotel,Jamie F at Insider Pages,3.0,2,2,2
3753,Sheraton Mission Valley San Diego Hotel,Capri S at Insider Pages,5.0,5,5,4
3754,Sheraton Mission Valley San Diego Hotel,by J G. at Judy'sBook,4.0,3,4,5
3755,Sheraton Mission Valley San Diego Hotel,discobeat98,5.0,4,5,5
3756,Sheraton Mission Valley San Diego Hotel,Coolclosie,5.0,5,5,4
3757,Sheraton Mission Valley San Diego Hotel,Bruce S,5.0,5,4,5
3758,Sheraton Mission Valley San Diego Hotel,Susan R,4.0,5,3,3
3759,Sheraton Mission Valley San Diego Hotel,kugorets,3.0,4,4,2
3760,Sheraton Mission Valley San Diego Hotel,Ian R,5.0,5,5,5
3761,Sheraton Mission Valley San Diego Hotel,KayH8,4.0,5,3,4
3762,Sheraton Mission Valley San Diego Hotel,SkyTeamer,4.0,4,4,4
3763,Sheraton Mission Valley San Diego Hotel,Steven P,4.0,3,5,3
3764,Sheraton Mission Valley San Diego Hotel,George_Bass,4.0,3,3,5
3765,Sheraton Mission Valley San Diego Hotel,June B,4.0,3,4,4
3766,The Bluffs Inn Suites,akir 321,1.0,2,2,1
3767,Astro Motel,tranezz,1.0,1,1,2
3768,Best Western Luxury Inn,drmbyrd,1.0,2,2,2
3769,Best Western Luxury Inn,ncullen,5.0,5,4,4
3770,Best Western Luxury Inn,Contributor,5.0,4,5,5
3771,Extended Stay America San Diego - Carlsbad Village By The Sea,Contributor,1.0,2,1,2
3772,Extended Stay America San Diego - Carlsbad Village By The Sea,Kabbb123,5.0,5,4,4
3773,Extended Stay America San Diego - Carlsbad Village By The Sea,Vacationloverz,5.0,5,4,4
3774,Extended Stay America San Diego - Carlsbad Village By The Sea,mike k,5.0,4,4,5
3775,Extended Stay America San Diego - Carlsbad Village By The Sea,comento123,2.0,2,3,2
3776,Extended Stay America San Diego - Carlsbad Village By The Sea,zingiber,5.0,5,4,4
3777,Extended Stay America San Diego - Carlsbad Village By The Sea,Steve H,4.0,5,5,4
3778,Extended Stay America San Diego - Carlsbad Village By The Sea,Jesus Israel Tamariz,4.0,3,4,3
3779,Extended Stay America San Diego - Carlsbad Village By The Sea,88g,2.0,3,3,3
3780,Extended Stay America San Diego - Carlsbad Village By The Sea,AngelaandAriel,5.0,5,4,5
3781,Extended Stay America San Diego - Carlsbad Village By The Sea,bushfamily,2.0,1,2,3
3782,Extended Stay America San Diego - Carlsbad Village By The Sea,rosie b,1.0,1,1,2
3783,Extended Stay America San Diego - Carlsbad Village By The Sea,jenilev,1.0,1,2,2
3784,Extended Stay America San Diego - Carlsbad Village By The Sea,clintclarkson,4.0,4,3,5
3785,Extended Stay America San Diego - Carlsbad Village By The Sea,Tomas T,1.0,1,1,2
3786,Extended Stay America San Diego - Carlsbad Village By The Sea,Oliver W,3.0,4,2,3
3787,Extended Stay America San Diego - Carlsbad Village By The Sea,Jackie R,3.0,3,4,4
3788,Extended Stay America San Diego - Carlsbad Village By The Sea,Canadian017,2.0,2,2,1
3789,Extended Stay America San Diego - Carlsbad Village By The Sea,KimmyFromCali,4.0,5,4,4
3790,Extended Stay America San Diego - Carlsbad Village By The Sea,Verity C,5.0,5,5,4
3791,Extended Stay America San Diego - Carlsbad Village By The Sea,Alex W,1.0,1,2,2
3792,Extended Stay America San Diego - Carlsbad Village By The Sea,Jennifer M,1.0,2,1,1
3793,Extended Stay America San Diego - Carlsbad Village By The Sea,Kathryn Larson,1.0,2,2,1
3794,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,1.0,1,1,1
3795,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,3.3,4,4,4
3796,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,3.3,2,3,4
3797,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,3.3,2,2,4
3798,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,3.3,2,2,3
3799,Extended Stay America San Diego - Carlsbad Village By The Sea,Dusty kenney,3.3,3,4,2
3800,La Quinta,write a review,0.0,1,1,1
3801,Seaside Oceanfront Inn & Restaurant,ecrobinson,1.0,1,2,1
3802,Lakeview Lodge,lori.runnels.9,4.0,3,4,4
3803,Lakeview Lodge,deputy25,5.0,5,5,5
3804,Extended Stay America - Los Angeles - Ontario Airport,Contributor,1.0,1,1,1
3805,Days Inn Marion,jcbcode99,2.0,3,1,2
3806,Protection Motel,xxxxxxxxxxxxxx,0.0,1,1,1
3807,Town Country Motel,FulltimeRV,4.0,4,3,3
3808,Town Country Motel,proudofpaige,4.0,3,4,5
3809,Town Country Motel,M O,4.0,3,5,3
3810,Town Country Motel,Phil C,5.0,5,4,4
3811,Town Country Motel,angelica t,1.0,2,1,1
3812,Town Country Motel,Krista L,5.0,4,4,4
3813,Town Country Motel,Renae W,5.0,4,4,4
3814,Town Country Motel,Elizabeth L,1.0,1,1,2
3815,Town Country Motel,Bill G,5.0,5,4,5
3816,Town Country Motel,traveler2030,4.0,4,3,3
3817,Town Country Motel,Bernadine S,3.0,2,2,3
3818,Town Country Motel,Cartmangirl95,5.0,5,5,4
3819,Town Country Motel,prvtlady43,5.0,4,4,4
3820,Town Country Motel,Allison S,5.0,4,4,5
3821,Town Country Motel,Chris B,4.0,4,4,3
3822,Town Country Motel,Monica C,5.0,4,5,4
3823,Town Country Motel,Mike S,4.0,3,5,5
3824,Town Country Motel,VetTech1979,5.0,4,5,4
3825,Town Country Motel,Rik T,1.0,1,2,1
3826,Ramada Inn,xxxxxxxxxxxxxx,0.0,1,1,1
3827,Ramada Inn,userfied,1.0,2,1,2
3828,Ramada Inn,Clara S.,1.0,2,2,1
3829,Ramada Inn,shannon,1.0,2,1,1
3830,Holiday Inn Canyon De Chelly,,4.0,4,5,5
3831,Holiday Inn Canyon De Chelly,Jose,4.0,5,3,5
3832,Holiday Inn Canyon De Chelly,SUZANNE,2.0,1,2,1
3833,Holiday Inn Canyon De Chelly,John,4.0,4,3,4
3834,Holiday Inn Canyon De Chelly,Danielle Gentile,4.0,3,3,5
3835,Holiday Inn Canyon De Chelly,Dennis,5.0,5,5,5
3836,Holiday Inn Canyon De Chelly,A Traveler,3.0,4,3,4
3837,Holiday Inn Canyon De Chelly,A Traveler,3.0,3,2,4
3838,Holiday Inn Canyon De Chelly,Jeff,4.0,3,3,4
3839,Holiday Inn Canyon De Chelly,Douglas,5.0,5,4,4
3840,Holiday Inn Canyon De Chelly,GG,5.0,4,4,4
3841,Holiday Inn Canyon De Chelly,A Traveler,2.0,2,1,1
3842,Holiday Inn Canyon De Chelly,A Traveler,4.0,5,5,4
3843,Holiday Inn Canyon De Chelly,A Traveler,4.0,4,5,3
3844,Holiday Inn Canyon De Chelly,A Traveler,4.0,3,3,5
3845,Holiday Inn Canyon De Chelly,Roger,4.0,4,5,3
3846,Holiday Inn Canyon De Chelly,Roger,3.0,4,4,2
3847,Holiday Inn Canyon De Chelly,Brian E,2.0,2,2,2
3848,Holiday Inn Canyon De Chelly,Brian E,3.0,3,3,2
3849,Holiday Inn Canyon De Chelly,Danielle Gentile,3.0,2,2,3
3850,Holiday Inn Canyon De Chelly,A Traveler,5.0,5,4,5
3851,Holiday Inn Canyon De Chelly,David,4.0,4,3,5
3852,Holiday Inn Canyon De Chelly,Gordon,5.0,5,5,5
3853,Holiday Inn Canyon De Chelly,Marjorie,5.0,4,5,4
3854,Holiday Inn Canyon De Chelly,Jonathan,3.0,3,2,4
3855,Holiday Inn Canyon De Chelly,A Traveler,3.0,4,3,3
3856,Holiday Inn Canyon De Chelly,James,3.0,3,4,4
3857,Holiday Inn Canyon De Chelly,A Traveler,4.0,4,4,4
3858,Holiday Inn Canyon De Chelly,Simon,5.0,5,4,5
3859,Holiday Inn Canyon De Chelly,A Traveler,5.0,4,5,5
3860,Holiday Inn Canyon De Chelly,A Traveler,2.0,3,1,1
3861,Holiday Inn Canyon De Chelly,A Traveler,5.0,5,4,5
3862,Holiday Inn Canyon De Chelly,A Traveler,4.0,3,3,3
3863,Holiday Inn Canyon De Chelly,A Traveler,2.0,1,3,1
3864,Holiday Inn Canyon De Chelly,A Traveler,4.0,3,5,4
3865,Holiday Inn Canyon De Chelly,israel,3.0,2,2,2
3866,Holiday Inn Canyon De Chelly,Brett Fullerton,3.0,2,4,2
3867,Holiday Inn Canyon De Chelly,Lorraine,3.0,4,3,2
3868,Holiday Inn Canyon De Chelly,Marsha,4.0,4,5,3
3869,Holiday Inn Canyon De Chelly,Lisa,5.0,4,4,5
3870,Holiday Inn Canyon De Chelly,JUDY,5.0,5,5,5
3871,Holiday Inn Canyon De Chelly,Disappointed,3.0,2,2,3
3872,Holiday Inn Canyon De Chelly,Daniele,5.0,4,4,4
3873,Holiday Inn Canyon De Chelly,david,5.0,5,5,5
3874,Holiday Inn Canyon De Chelly,Donna,5.0,5,4,4
3875,Holiday Inn Canyon De Chelly,erin,4.0,5,5,3
3876,Holiday Inn Canyon De Chelly,A Traveler,4.0,5,4,5
3877,Holiday Inn Canyon De Chelly,Yan T,4.0,5,4,4
3878,Holiday Inn Canyon De Chelly,Brett Fullerton,4.0,4,4,3
3879,Holiday Inn Canyon De Chelly,A Traveler,2.0,2,3,1
3880,Holiday Inn Canyon De Chelly,Yan T,2.0,2,2,1
3881,Holiday Inn Canyon De Chelly,A Traveler,5.0,4,4,4
3882,Holiday Inn Canyon De Chelly,Kathleen,4.0,5,4,4
3883,Holiday Inn Canyon De Chelly,A Traveler,5.0,5,5,4
3884,Holiday Inn Canyon De Chelly,A Traveler,5.0,5,4,5
3885,Holiday Inn Canyon De Chelly,Karen,5.0,4,5,4
3886,Holiday Inn Canyon De Chelly,jennyhugs,4.0,3,4,4
3887,Holiday Inn Canyon De Chelly,O,4.0,5,5,5
3888,Holiday Inn Canyon De Chelly,O,5.0,5,5,4
3889,Holiday Inn Canyon De Chelly,A Traveler,5.0,4,4,4
3890,Holiday Inn Canyon De Chelly,Vivek,4.0,5,5,3
3891,Holiday Inn Canyon De Chelly,Dehron,4.0,3,4,5
3892,Holiday Inn Canyon De Chelly,Kathleen,5.0,5,4,5
3893,Holiday Inn Canyon De Chelly,Sidney,5.0,4,5,4
3894,Holiday Inn Canyon De Chelly,Sidney,2.0,3,3,1
3895,Holiday Inn Canyon De Chelly,A Traveler,5.0,5,5,4
3896,Holiday Inn Canyon De Chelly,Janice,5.0,5,4,4
3897,Holiday Inn Canyon De Chelly,James,4.0,5,3,4
3898,Holiday Inn Canyon De Chelly,Michael,5.0,5,5,4
3899,Holiday Inn Canyon De Chelly,A Traveler,2.0,1,2,2
3900,Holiday Inn Canyon De Chelly,A Traveler,4.0,3,4,3
3901,Holiday Inn Canyon De Chelly,Cam,5.0,4,5,4
3902,Holiday Inn Canyon De Chelly,Alexandra,5.0,4,5,4
3903,Holiday Inn Canyon De Chelly,David,4.0,3,4,4
3904,Holiday Inn Canyon De Chelly,jonathan,2.0,3,2,2
3905,Holiday Inn Canyon De Chelly,Russell B,4.0,4,5,4
3906,Lake Motel,khodder9,5.0,4,5,4
3907,Lake Motel,CalHart1982,5.0,5,5,4
3908,Lake Motel,Beth S,2.0,2,1,2
3909,Lake Motel,JimLynn1958,1.0,2,2,1
3910,Lake Motel,JunoConwayNH,4.0,5,5,5
3911,Lake Motel,Heather H,5.0,5,4,5
3912,Lake Motel,TheShermans212,5.0,5,5,4
3913,Lake Motel,Lauren S,5.0,4,5,5
3914,Lake Motel,Andrew B,5.0,4,5,4
3915,Lake Motel,277claudia,5.0,5,5,4
3916,Lake Motel,gracecross,4.0,3,5,3
3917,Lake Motel,BenDillow,4.0,3,5,4
3918,Lake Motel,pmholland,4.0,5,5,3
3919,Lake Motel,tobywinter,3.0,4,2,4
3920,Lake Motel,RubyB614,4.0,5,4,4
3921,Lake Motel,stephen b,5.0,5,4,4
3922,Lake Motel,Mena M,4.0,3,5,3
3923,Lake Motel,ali5432,5.0,5,5,5
3924,Lake Motel,Meredith S,5.0,5,4,5
3925,Lake Motel,Candace B,5.0,4,5,5
3926,Lake Motel,write a review,0.0,1,1,1
3927,Arcola Inn,Lisa H,1.0,2,2,2
3928,Arcola Inn,Cyndilouwho2,1.0,2,2,2
3929,Arcola Inn,Joan J,2.0,2,3,2
3930,Landmark Inn Lakes-mountain Region,write a review,0.0,1,1,1
3931,Haltom Inn,Glen O,4.0,3,3,3
3932,Haltom Inn,A Traveler,1.0,2,1,1
3933,Haltom Inn,Veronica42aka,2.0,1,1,3
3934,Haltom Inn,Mjollands,4.0,3,5,4
3935,Haltom Inn,mota_bapa,5.0,5,4,4
3936,Haltom Inn,jstmeannie,1.0,1,1,1
3937,Haltom Inn,A Traveler,1.0,2,2,1
3938,Haltom Inn,Del K,1.0,1,1,1
3939,Haltom Inn,Aleah15707,1.0,1,1,1
3940,Haltom Inn,A Traveler,3.0,2,4,2
3941,Haltom Inn,Deborah,4.0,5,3,3
3942,Haltom Inn,tjbebe,1.0,2,1,2
3943,Haltom Inn,Gonda D,2.0,2,1,2
3944,Haltom Inn,A Traveler,1.0,1,1,1
3945,Haltom Inn,ERNIE L.,1.0,1,1,2
3946,Haltom Inn,Kimberly,4.0,4,4,4
3947,Haltom Inn,oscar garcia,4.0,3,5,5
3948,Haltom Inn,A Traveler,1.0,2,2,1
3949,Haltom Inn,Wolf,1.0,2,2,1
3950,Haltom Inn,Adrian,3.0,3,2,2
3951,Haltom Inn,A Traveler,2.0,2,1,3
3952,Haltom Inn,Wesley,3.0,4,2,2
3953,Haltom Inn,A Traveler,4.0,4,3,4
3954,Haltom Inn,Samuel,5.0,4,5,5
3955,Haltom Inn,Alyssa,2.0,3,3,2
3956,Noyo Harbor Inn,write a review,0.0,1,1,1
3957,Candlewood Suites West Springfield,etonthelake,3.0,4,3,2
3958,Candlewood Suites West Springfield,Mikey Duprey,3.0,2,3,2
3959,Candlewood Suites West Springfield,Kevin Orzechowski,3.0,4,3,2
3960,Candlewood Suites West Springfield,thellik,4.0,5,4,5
3961,Candlewood Suites West Springfield,TheSecretVagabond,1.0,2,1,2
3962,Candlewood Suites West Springfield,CatW610,5.0,5,4,5
3963,Candlewood Suites West Springfield,TravelingAuthor,5.0,4,5,5
3964,Candlewood Suites West Springfield,Jerry C,4.0,3,5,4
3965,Candlewood Suites West Springfield,Wylca,4.0,3,4,4
3966,Candlewood Suites West Springfield,Lilpigggy,1.0,2,2,2
3967,Candlewood Suites West Springfield,DogMomInCT,5.0,4,5,4
3968,Candlewood Suites West Springfield,James C,1.0,1,2,1
3969,Candlewood Suites West Springfield,Cheney C,5.0,4,5,5
3970,Candlewood Suites West Springfield,judy h,4.0,3,5,3
3971,Candlewood Suites West Springfield,Viper04,3.0,2,4,4
3972,Candlewood Suites West Springfield,Sarah H,4.0,3,3,3
3973,Candlewood Suites West Springfield,MassTA,3.0,4,4,4
3974,Candlewood Suites West Springfield,Timothy R,1.0,1,1,2
3975,Candlewood Suites West Springfield,jackiefrombrampton,4.0,3,5,3
3976,Candlewood Suites West Springfield,Mikey Duprey,4.0,3,3,3
3977,Candlewood Suites West Springfield,ALEXIS S,5.0,4,4,5
3978,Candlewood Suites West Springfield,rbh5,1.0,2,1,2
3979,Candlewood Suites West Springfield,Kevin Orzechowski,1.0,1,1,1
3980,Candlewood Suites West Springfield,annieseyes2,5.0,5,5,5
3981,Alyssa's Motel,write a review,0.0,1,1,1
3982,Holiday Inn Express & Suites Portland,JEE316,4.0,5,5,4
3983,Holiday Inn Express & Suites Portland,miss_utility,5.0,4,5,4
